order_id,category,country,quantity,price
51,Toys,China,6,279.2310307273663
52,Books,USA,6,63.776007937846494
53,Toys,Singapore,8,41.38796426420079
54,Toys,Malaysia,8,301.2445413022356
55,Books,Singapore,1,266.70602351577094
56,Clothing,China,4,27.666331786977448
57,Toys,China,4,435.4983242232371
58,Clothing,China,5,459.77658613458254
59,Furniture,USA,10,392.46839714680874
60,Toys,UK,7,462.46214466263257
61,Toys,Singapore,1,123.23512100866583
62,Clothing,Singapore,9,406.24193929108054
63,Books,Malaysia,10,253.04219929432247
64,Electronics,Singapore,5,162.32266283735694
65,Books,UK,4,147.10750399174844
66,Toys,China,5,267.8004424902056
67,Toys,UK,3,323.8523840637581
68,Books,China,6,412.5464771852484
69,Clothing,USA,1,413.53544994013447
70,Furniture,UK,6,177.58737910614676
71,Books,UK,6,203.9719737695999
72,Furniture,UK,6,457.9668868662799
73,Clothing,USA,3,200.06206905083204
74,Toys,Singapore,5,341.30841171385237
75,Toys,China,2,228.42494590285918
76,Clothing,China,2,410.99519242570517
77,Books,Singapore,8,267.4660606434407
78,Books,Singapore,9,87.09130345192695
79,Toys,USA,10,254.55482285232046
80,Books,Singapore,9,308.4143306310915
81,Clothing,Singapore,10,466.143957345269
82,Electronics,China,4,24.040401731982826
83,Toys,Singapore,9,427.27831798427167
84,Electronics,China,5,444.63047461167685
85,Books,USA,8,494.30754246999686
86,Books,Malaysia,4,149.4361103425268
87,Clothing,Malaysia,7,428.9264448956916
88,Toys,Singapore,2,45.011207297790314
89,Books,Malaysia,9,432.603500204331
90,Books,USA,4,14.021646885024541
91,Toys,USA,3,470.2601406567692
92,Furniture,USA,6,143.18681855448125
93,Clothing,USA,5,128.61557989345306
94,Books,China,2,13.272371879531361
95,Toys,Malaysia,6,124.51081768244143
96,Clothing,UK,7,103.33077199694853
97,Electronics,Malaysia,5,311.86391550502265
98,Clothing,Malaysia,4,398.3798001304587
99,Electronics,Singapore,7,46.61686368010397
100,Books,China,10,319.79370791273186
101,Furniture,Malaysia,8,105.08402468487147
102,Clothing,Singapore,1,204.0672360175251
103,Books,UK,10,204.50189676577781
104,Toys,UK,5,412.2435232952459
105,Electronics,UK,1,418.7047805019978
106,Furniture,China,1,309.8180901316169
107,Toys,Malaysia,8,465.16570854079214
108,Furniture,Singapore,9,493.8121013367057
109,Clothing,USA,5,195.74480147427622
110,Electronics,Malaysia,6,100.28405344170275
111,Clothing,UK,8,362.5759843915648
112,Clothing,Malaysia,4,498.7195287818211
113,Toys,China,9,26.72233879804096
114,Toys,USA,10,133.48712280994144
115,Books,China,2,302.0761162080141
116,Electronics,USA,10,227.61814373928726
117,Books,USA,4,439.4750844757307
118,Furniture,Malaysia,7,217.9946458415973
119,Furniture,Singapore,5,423.1229296295943
120,Clothing,Malaysia,3,495.5279143314257
121,Clothing,China,10,334.8870211727141
122,Furniture,USA,8,141.91020229893954
123,Clothing,China,7,281.6361960077362
124,Clothing,USA,2,457.64062238010575
125,Furniture,USA,4,215.02067407188736
126,Toys,Malaysia,6,74.79201235971613
127,Electronics,Malaysia,4,174.7856795158292
128,Furniture,UK,10,64.34049498651761
129,Clothing,UK,10,266.1108498285434
130,Furniture,Malaysia,10,151.10516060814254
131,Books,UK,10,47.838238905924904
132,Furniture,USA,3,354.0336271341768
133,Books,China,4,398.5547240398072
134,Furniture,Malaysia,5,75.79019931378485
135,Clothing,USA,2,16.67204181876842
136,Clothing,Malaysia,7,282.79855544445377
137,Clothing,China,9,119.48510662943325
138,Toys,China,3,432.53167877434396
139,Clothing,Singapore,5,204.05216450988604
140,Toys,USA,3,477.20790215763554
141,Furniture,USA,4,125.6443683451928
142,Furniture,Malaysia,5,182.37767857225657
143,Books,Malaysia,4,156.22879653798913
144,Furniture,Singapore,3,250.46185266649002
145,Toys,UK,9,80.89919575851157
146,Toys,UK,4,208.7157783179055
147,Clothing,UK,10,351.053757646662
148,Toys,China,8,445.3592893410529
149,Toys,Malaysia,1,181.6910311675878
150,Furniture,China,9,57.85154049123446
151,Books,Singapore,6,334.76910098127286
152,Books,Singapore,10,160.0974285029049
153,Books,UK,8,360.1040994728764
154,Furniture,Malaysia,1,350.22004527576297
155,Clothing,Singapore,7,55.01613891573387
156,Toys,USA,4,419.65803101170326
157,Books,UK,7,413.40298659896615
158,Furniture,Malaysia,2,116.86122435983584
159,Books,China,6,164.39745895724226
160,Furniture,China,4,386.9246290263324
161,Books,UK,6,216.88942252013663
162,Furniture,Malaysia,4,224.22692174251316
163,Books,USA,10,482.38601426433314
164,Books,UK,5,369.6689836164532
165,Toys,USA,8,408.04538404237707
166,Furniture,Malaysia,1,392.8284436125202
167,Books,UK,3,39.92170391509035
168,Toys,USA,4,353.841107358534
169,Toys,Malaysia,10,92.77785895602547
170,Books,USA,8,43.93959779907782
171,Electronics,UK,9,464.6354963733905
172,Books,UK,4,420.9062931790901
173,Clothing,China,8,132.934928260138
174,Furniture,UK,7,259.8919163180615
175,Furniture,Malaysia,4,370.3300532103919
176,Toys,Singapore,9,404.97105823960106
177,Clothing,UK,7,438.54937084919703
178,Electronics,Malaysia,7,452.6116017429506
179,Electronics,Malaysia,3,217.70506081099472
180,Toys,China,5,29.936909238333286
181,Books,USA,5,325.2437759260866
182,Clothing,Malaysia,9,175.7412123475481
183,Books,Singapore,9,10.75753072781361
184,Books,Singapore,4,76.4500222137824
185,Furniture,Singapore,8,157.00732041123027
186,Furniture,UK,10,95.70456672386415
187,Electronics,Malaysia,9,101.00159648510785
188,Clothing,USA,9,284.3939088604482
189,Clothing,UK,10,117.15944194823203
190,Clothing,Malaysia,9,268.9197098731175
191,Clothing,Malaysia,4,374.8546449993268
192,Books,USA,3,239.55029879594434
193,Furniture,Singapore,9,271.09028607399307
194,Toys,USA,1,419.92829725749516
195,Toys,USA,10,181.70533129482394
196,Books,UK,8,269.90268428004595
197,Books,Singapore,2,473.1243338206782
198,Clothing,China,2,316.89847021754747
199,Books,USA,7,129.4395536483911
200,Furniture,UK,4,153.6983500489487
201,Books,Malaysia,2,442.185843916895
202,Books,USA,6,134.54023330534147
203,Toys,China,5,156.1068973337059
204,Books,UK,3,374.2430732830667
205,Furniture,Malaysia,9,102.10901178594249
206,Clothing,China,9,414.9944888411013
207,Clothing,Singapore,6,293.9277498871056
208,Toys,Malaysia,7,337.8853255195145
209,Clothing,Malaysia,7,173.8312553349469
210,Furniture,UK,2,288.8847053733459
211,Toys,Singapore,9,91.9453604193141
212,Clothing,Singapore,5,13.129155280415493
213,Books,Singapore,4,260.6728527455039
214,Electronics,UK,3,191.63903204509845
215,Furniture,USA,2,488.68222700906483
216,Electronics,Malaysia,1,492.9814926441438
217,Clothing,Malaysia,2,212.0156266058354
218,Toys,China,2,107.60584918863466
219,Clothing,USA,3,185.7908478545539
220,Electronics,USA,7,36.248253238095586
221,Clothing,USA,5,62.27551653418931
222,Clothing,Singapore,2,158.1604154780062
223,Electronics,UK,10,87.88826634917139
224,Toys,UK,9,144.09902029971306
225,Books,Singapore,8,422.1658618332413
226,Furniture,UK,6,64.82197768589046
227,Clothing,China,7,119.95282746170403
228,Toys,Malaysia,6,370.84211947089045
229,Electronics,USA,5,358.1640457054899
230,Clothing,USA,3,410.0419500259131
231,Clothing,UK,10,37.62525583152798
232,Clothing,UK,4,25.324205136061153
233,Toys,Singapore,1,337.5583334579901
234,Furniture,USA,4,450.0918733207052
235,Furniture,UK,3,373.58727828582795
236,Furniture,Singapore,10,390.1707038899899
237,Electronics,Singapore,8,264.3913653694816
238,Toys,Singapore,2,205.49145650127278
239,Electronics,China,7,100.47777281104624
240,Furniture,UK,10,192.679163868361
241,Books,Singapore,3,492.6895082529868
242,Clothing,Malaysia,1,276.8892948556018
243,Furniture,UK,9,244.7170874967102
244,Clothing,China,3,410.17939298854026
245,Books,Singapore,7,415.9200836304734
246,Electronics,China,1,437.8801262037421
247,Toys,China,6,464.6607569455562
248,Electronics,China,6,51.71874319288201
249,Furniture,Malaysia,10,262.73379222792744
250,Books,Malaysia,8,269.20625573338026
251,Books,Malaysia,1,166.91380170718568
252,Furniture,USA,10,407.1189741651677
253,Clothing,Malaysia,9,258.66417022136085
254,Books,Singapore,4,404.5152390567647
255,Furniture,Malaysia,1,257.41443342802654
256,Electronics,Malaysia,7,22.337264244909406
257,Furniture,China,10,260.43037321702843
258,Clothing,UK,7,469.695619215982
259,Furniture,UK,4,250.0492975677349
260,Books,Malaysia,9,472.0661781757486
261,Books,Singapore,7,264.7864399194249
262,Toys,Singapore,7,113.65783894615998
263,Furniture,USA,4,114.33719039103536
264,Books,Malaysia,7,455.2294716798269
265,Toys,China,9,279.280416382795
266,Books,USA,7,178.20160434413424
267,Books,UK,10,177.9293982650866
268,Toys,China,4,443.3666246942536
269,Toys,USA,2,493.04459042582397
270,Electronics,China,1,51.34340922990074
271,Clothing,Malaysia,1,415.7401930952181
272,Books,Malaysia,4,472.58937848944913
273,Electronics,UK,3,135.5616394819163
274,Electronics,UK,9,460.26292568189217
275,Electronics,China,9,350.36564773042284
276,Books,Malaysia,6,36.10073283039429
277,Books,UK,4,95.4761538814756
278,Furniture,USA,8,415.7878276603774
279,Toys,Singapore,7,42.13695312383868
280,Furniture,UK,4,79.96252040479902
281,Electronics,China,2,485.17872587326525
282,Furniture,Singapore,3,233.10017554910254
283,Toys,China,5,355.7753686891783
284,Clothing,USA,7,267.55176576510775
285,Furniture,UK,2,251.11982300448486
286,Electronics,Singapore,6,16.127867478964145
287,Clothing,UK,4,416.44701035990215
288,Electronics,UK,9,271.82359710163394
289,Electronics,Malaysia,10,414.69530000174495
290,Furniture,Malaysia,7,68.67323708172106
291,Clothing,Malaysia,7,278.3247319983858
292,Furniture,UK,7,355.25547240655584
293,Electronics,Singapore,1,285.2233870303264
294,Clothing,Malaysia,9,315.35359339429874
295,Books,China,8,214.91424401813856
296,Books,China,3,461.94322409521845
297,Books,USA,1,122.09627614520683
298,Toys,China,7,202.20620947012333
299,Books,China,9,427.9795905932958
300,Electronics,China,3,450.9593060245185
301,Electronics,China,9,155.47574889403447
302,Furniture,Malaysia,9,77.17770019265551
303,Books,USA,4,122.57300057291116
304,Toys,UK,8,170.70009482443456
305,Books,China,5,80.23596659983978
306,Electronics,Singapore,2,146.31121105946568
307,Furniture,Singapore,2,30.936089209212167
308,Clothing,Malaysia,5,258.2419575735495
309,Toys,UK,3,224.75614139298077
310,Books,Singapore,5,168.07095419699755
311,Electronics,Malaysia,9,265.47716954716685
312,Clothing,USA,6,50.39879623492271
313,Toys,China,6,211.61523611688506
314,Clothing,UK,6,339.3048045522169
315,Furniture,China,8,435.1096540801877
316,Toys,USA,10,101.54281693861886
317,Books,Singapore,8,271.1506219625754
318,Books,UK,7,251.48035165994867
319,Furniture,USA,2,267.72083964611596
320,Books,Malaysia,6,141.58046817157845
321,Furniture,USA,10,302.3825278486766
322,Books,USA,2,428.4893150810706
323,Toys,Malaysia,9,40.77233384366974
324,Toys,Malaysia,9,255.6407304051532
325,Furniture,Malaysia,3,419.35568615950774
326,Clothing,Singapore,1,337.1051824439865
327,Books,Malaysia,1,241.93256960604504
328,Toys,China,7,118.85853809628993
329,Furniture,Malaysia,5,204.28817192037053
330,Clothing,Singapore,8,129.85670479998691
331,Electronics,UK,9,301.53991914838446
332,Electronics,Malaysia,5,391.59671094690964
333,Furniture,UK,7,113.86238201910294
334,Toys,UK,2,474.59437159771596
335,Toys,UK,3,125.89869885717438
336,Toys,China,9,134.44978415954228
337,Furniture,Malaysia,8,365.5672092283717
338,Electronics,USA,5,399.5956314022209
339,Furniture,USA,5,128.95538170397822
340,Clothing,Malaysia,9,417.3618376266782
341,Electronics,USA,6,301.91699920059517
342,Clothing,USA,10,31.238529096685117
343,Toys,Singapore,4,458.022366535775
344,Books,Singapore,5,428.05861107595564
345,Clothing,UK,10,96.43876704604574
346,Toys,USA,10,356.55480883346803
347,Electronics,Malaysia,2,96.24925984827146
348,Clothing,UK,10,29.12804833472326
349,Clothing,USA,9,112.08163882201235
350,Clothing,China,1,296.9494954665169
351,Furniture,Singapore,10,15.68845463414704
352,Books,Singapore,5,60.389878566402395
353,Toys,USA,9,267.48276354633657
354,Toys,Singapore,7,487.3873662408831
355,Electronics,UK,2,348.1606674756617
356,Books,UK,4,100.0773738828986
357,Clothing,Malaysia,5,159.36859229169062
358,Toys,USA,2,252.47305490887277
359,Books,USA,4,185.62557646948414
360,Electronics,Malaysia,3,45.39128968698107
361,Books,China,6,75.20854831294984
362,Furniture,UK,8,331.61314562274885
363,Electronics,Singapore,4,375.33912794687683
364,Electronics,Malaysia,1,233.36919366877092
365,Electronics,China,4,22.33822351517108
366,Electronics,China,7,466.38526887270945
367,Clothing,China,7,57.51018411609475
368,Furniture,UK,5,236.16888081210055
369,Clothing,Singapore,7,187.41126232898023
370,Furniture,Malaysia,8,485.2713220207058
371,Furniture,USA,9,401.2424952597185
372,Toys,Malaysia,8,458.8462701149333
373,Electronics,USA,4,481.39006026493564
374,Clothing,UK,6,277.55161188153954
375,Electronics,UK,3,260.54464059247505
376,Books,China,5,226.1380092931473
377,Books,UK,5,210.45249988931587
378,Furniture,USA,10,280.7894738114283
379,Clothing,UK,7,160.580281265404
380,Furniture,UK,3,169.92542932946495
381,Books,USA,10,50.21540113969585
382,Electronics,UK,6,212.28891625375914
383,Clothing,Malaysia,7,458.23789156310477
384,Toys,Malaysia,2,497.08627545318495
385,Clothing,Singapore,4,20.842539412869144
386,Electronics,Malaysia,3,449.08237086250404
387,Books,Malaysia,2,108.59396551770722
388,Books,Singapore,9,213.07646141066553
389,Electronics,USA,2,159.89019040374114
390,Books,Malaysia,5,36.22329367032857
391,Electronics,Singapore,8,227.11351725694374
392,Clothing,Malaysia,4,119.99638863588495
393,Clothing,USA,5,265.5093414606083
394,Clothing,UK,5,295.00849944945713
395,Furniture,Malaysia,7,120.3238381862599
396,Furniture,China,3,214.70306230864665
397,Books,Malaysia,3,414.5242962470002
398,Books,Singapore,8,278.9149769478596
399,Clothing,UK,8,470.7657254916472
400,Toys,Singapore,7,282.02923446827776
401,Toys,Malaysia,6,438.5775543793974
402,Electronics,China,4,457.476751034181
403,Books,UK,4,81.90456882216375
404,Furniture,UK,6,95.63475505095602
405,Electronics,Malaysia,3,38.69525234319521
406,Electronics,China,3,148.86504276573407
407,Furniture,Malaysia,2,263.0286716707798
408,Furniture,Malaysia,4,273.77967312783056
409,Furniture,USA,9,181.95077760907452
410,Electronics,China,4,499.1721531328353
411,Books,Singapore,5,397.4536383470466
412,Toys,USA,3,248.37249748673716
413,Toys,Singapore,10,137.32195720833874
414,Electronics,Malaysia,5,249.067661438433
415,Clothing,Malaysia,2,109.88034300899511
416,Clothing,USA,3,276.0848078422881
417,Toys,China,1,219.83791241805523
418,Furniture,Singapore,7,394.3221130795035
419,Books,UK,2,56.38357751759091
420,Clothing,USA,10,155.79339942650225
421,Toys,UK,1,402.6303640052989
422,Clothing,UK,6,169.15103541701862
423,Clothing,UK,7,270.9175124021724
424,Toys,Singapore,2,333.97495574760154
425,Toys,Singapore,1,495.73238721440663
426,Electronics,UK,4,110.89662121839854
427,Books,USA,9,158.449598594047
428,Books,Malaysia,2,334.5038527415519
429,Toys,China,10,44.6420868508718
430,Electronics,Malaysia,10,499.66594336501777
431,Electronics,UK,8,472.8005059158301
432,Electronics,USA,8,302.73799383399614
433,Furniture,USA,9,320.97402995430366
434,Electronics,USA,2,258.33159861539093
435,Clothing,Malaysia,6,280.97308454421835
436,Clothing,Singapore,6,204.9347095941761
437,Furniture,UK,8,140.3609712437472
438,Electronics,China,2,281.6276186583343
439,Electronics,Singapore,3,255.80630598468397
440,Toys,China,1,222.0062362294688
441,Toys,UK,9,392.39736028774666
442,Furniture,China,7,207.08174644859955
443,Clothing,Malaysia,5,273.0952043752159
444,Clothing,China,7,390.234038587984
445,Electronics,Malaysia,6,383.90957549304875
446,Electronics,Singapore,7,374.55535378101473
447,Electronics,Singapore,2,327.4655578496083
448,Furniture,UK,7,63.66006908935766
449,Furniture,China,1,250.0544637215161
450,Electronics,UK,5,32.764672370485144
451,Electronics,USA,3,64.46302589203302
452,Toys,China,7,374.78414587387607
453,Books,USA,8,335.74147406341075
454,Toys,Singapore,10,63.26230467395954
455,Furniture,USA,9,171.81124146876328
456,Books,USA,5,106.44006851537316
457,Books,Malaysia,5,34.218287182322996
458,Clothing,China,8,119.28380373240864
459,Furniture,Malaysia,10,398.17187911743724
460,Books,China,2,480.74205324453226
461,Electronics,USA,1,323.25442092478283
462,Books,Singapore,5,312.5129776583391
463,Books,Singapore,4,166.8483160097854
464,Electronics,Singapore,1,294.23835647264275
465,Books,Singapore,4,369.96868230040576
466,Books,China,8,89.26965601199382
467,Clothing,Singapore,8,40.76795589008294
468,Toys,China,5,291.75876811849315
469,Clothing,Malaysia,9,181.95337110506662
470,Books,Singapore,7,214.9910524350467
471,Electronics,UK,10,410.38526583063503
472,Clothing,China,1,205.97074889949607
473,Clothing,USA,2,69.12569881467931
474,Electronics,China,3,37.23502978558622
475,Furniture,UK,2,366.0892413362835
476,Clothing,Malaysia,3,376.1650821091169
477,Books,Singapore,6,419.1036166021884
478,Electronics,Malaysia,6,233.514620565876
479,Books,Singapore,5,249.670404425409
480,Furniture,USA,5,81.05318383170712
481,Clothing,UK,7,283.20182198520007
482,Clothing,USA,3,246.01031805928898
483,Furniture,UK,2,207.73538835406148
484,Books,Singapore,8,286.27078847749493
485,Furniture,USA,10,89.3250776786229
486,Books,USA,8,484.9570392742821
487,Furniture,UK,5,435.85416936375293
488,Books,Singapore,4,303.2388626769091
489,Furniture,China,1,441.12750989646844
490,Books,Malaysia,9,458.22911130144
491,Books,Singapore,8,231.40475360233603
492,Clothing,China,5,76.6039086182281
493,Toys,UK,7,328.6373730278623
494,Electronics,Singapore,4,324.69326334558593
495,Clothing,Malaysia,10,106.65269077940957
496,Books,Singapore,2,159.28044456854548
497,Furniture,China,4,323.65895064143814
498,Electronics,UK,3,447.7489639648317
499,Toys,China,6,322.3123864089898
500,Furniture,Singapore,10,266.3546128248517
501,Toys,Malaysia,8,359.6758688055258
502,Clothing,UK,9,34.62125657272898
503,Books,Singapore,5,386.1027921255172
504,Toys,Singapore,6,381.5394231105276
505,Furniture,Singapore,9,370.91909099690486
506,Toys,UK,7,486.82394233757793
507,Electronics,USA,1,296.2605904904835
508,Books,UK,8,319.51538754205444
509,Toys,UK,8,400.44558649828684
510,Furniture,Singapore,4,244.86788090345757
511,Clothing,USA,1,120.72355999045612
512,Books,Singapore,1,185.84402986656153
513,Electronics,UK,10,468.45773418727447
514,Books,USA,7,15.01508840729095
515,Furniture,China,6,154.28138646871372
516,Furniture,USA,3,310.34878653083507
517,Clothing,China,2,291.2666238392469
518,Electronics,UK,2,471.1980387235892
519,Furniture,UK,7,93.75758554991627
520,Furniture,USA,7,65.24088945210289
521,Toys,UK,2,32.790886889448224
522,Electronics,UK,3,450.6693383709635
523,Books,Malaysia,6,19.74630600709817
524,Furniture,Singapore,9,363.26605868678496
525,Clothing,UK,2,260.2265936981036
526,Books,UK,3,282.5396992755683
527,Furniture,China,2,138.74234980462123
528,Books,UK,1,32.73136873634535
529,Books,Singapore,3,37.01202923153365
530,Toys,China,4,74.78655895499534
531,Electronics,Malaysia,5,386.10223974534733
532,Electronics,Malaysia,5,48.84873978738275
533,Furniture,Singapore,9,103.3353540504949
534,Furniture,UK,6,207.45621389469284
535,Toys,UK,2,20.283806242234974
536,Books,Singapore,8,68.89875373073988
537,Toys,Singapore,4,323.5180251655412
538,Clothing,Singapore,1,41.03388058649918
539,Electronics,Singapore,9,406.33988343647775
540,Electronics,Singapore,9,419.99410832138784
541,Electronics,USA,9,222.8618667448478
542,Furniture,Singapore,4,187.4152318028737
543,Electronics,Malaysia,3,163.88812382964372
544,Toys,Malaysia,3,153.2931480497555
545,Furniture,Malaysia,7,50.61681885517226
546,Toys,Malaysia,1,453.3051779342061
547,Furniture,USA,4,133.44761110732827
548,Clothing,UK,3,155.43504718525358
549,Toys,Malaysia,6,232.61809431808393
550,Electronics,Singapore,1,247.7969317600365
551,Books,China,7,195.1755974506746
552,Clothing,UK,4,103.55868733120215
553,Toys,USA,8,304.2256258775875
554,Clothing,Malaysia,8,369.69859105867585
555,Electronics,UK,3,168.65711595043442
556,Clothing,Malaysia,3,270.20424136134983
557,Clothing,Singapore,2,316.29607593394024
558,Toys,Malaysia,4,44.66029040621562
559,Clothing,Singapore,7,138.371077572867
560,Books,USA,1,386.25951882752736
561,Furniture,Singapore,8,241.25965879341706
562,Electronics,UK,9,139.050042063733
563,Books,Malaysia,4,413.9017198241218
564,Electronics,UK,9,147.32795784764502
565,Clothing,Malaysia,8,357.0005118388498
566,Electronics,Singapore,1,99.24683429828657
567,Toys,USA,3,169.5391793671484
568,Furniture,UK,7,349.283656129636
569,Clothing,Singapore,7,102.39981723726652
570,Electronics,UK,2,68.11085979283223
571,Furniture,UK,2,378.92501813932216
572,Toys,China,4,182.8547431186835
573,Furniture,USA,3,40.66053361955237
574,Toys,USA,9,17.504940823743883
575,Clothing,USA,2,271.3100389085824
576,Toys,Malaysia,10,299.6051190986684
577,Electronics,UK,7,273.01103793242703
578,Furniture,Singapore,3,234.91008602090628
579,Furniture,Singapore,6,30.87328267186081
580,Toys,Malaysia,5,494.7388467889713
581,Clothing,Singapore,7,451.7553673614584
582,Furniture,UK,3,400.7453469807293
583,Clothing,China,6,282.2994710833324
584,Books,China,10,94.38578845965198
585,Books,UK,7,28.621364450716662
586,Furniture,China,8,178.4061711411664
587,Furniture,USA,8,418.97274001245864
588,Furniture,Singapore,9,140.18618030699733
589,Books,China,1,51.3510714727326
590,Clothing,Malaysia,5,82.08099867836945
591,Furniture,USA,7,395.44018557888614
592,Books,Singapore,2,432.1287941326977
593,Electronics,China,8,341.0779384171508
594,Electronics,China,5,296.5917199354834
595,Books,USA,10,361.9303441661878
596,Electronics,China,7,175.96894223667542
597,Clothing,USA,2,102.8927213430414
598,Toys,USA,4,228.62842532603497
599,Furniture,Malaysia,3,437.64972194790835
600,Furniture,Malaysia,3,216.24038006257814
601,Electronics,USA,2,454.9907228690519
602,Electronics,China,5,41.12267458876445
603,Books,UK,4,451.82471597344386
604,Furniture,Singapore,9,328.15459630598946
605,Furniture,USA,1,287.340323537705
606,Electronics,Malaysia,10,384.024109405139
607,Books,China,3,370.81385659974626
608,Furniture,Malaysia,5,365.7359180795801
609,Clothing,USA,9,360.3212987108809
610,Electronics,USA,6,442.40372855684865
611,Furniture,USA,1,415.43849711851385
612,Clothing,Singapore,9,370.3255803788552
613,Clothing,UK,4,66.18984348913418
614,Furniture,Singapore,7,404.17261931593936
615,Furniture,UK,8,478.43995152763154
616,Clothing,UK,9,254.78758882121087
617,Toys,China,3,471.48986498663277
618,Books,USA,6,10.07031646595126
619,Clothing,USA,6,310.4143396246791
620,Toys,Singapore,9,227.74061328056882
621,Books,UK,6,189.60286275662824
622,Furniture,Malaysia,3,218.62129402280053
623,Toys,USA,3,197.81193871535524
624,Clothing,Singapore,2,201.08695881759647
625,Books,Singapore,10,142.71418427522804
626,Toys,Singapore,6,187.44794037926118
627,Clothing,Singapore,6,78.18307044528726
628,Books,Singapore,6,86.90180209191759
629,Books,Malaysia,6,306.29908958369805
630,Electronics,UK,2,274.03101005862834
631,Toys,China,1,475.5804315714038
632,Furniture,USA,2,496.7358289899139
633,Furniture,Malaysia,7,396.79199240908895
634,Books,Singapore,9,88.18910565299646
635,Electronics,Singapore,6,111.4620278439796
636,Toys,Singapore,3,447.1428773686645
637,Books,China,1,227.93091588219042
638,Furniture,UK,4,469.9600566704137
639,Furniture,Singapore,7,394.7594150548542
640,Toys,China,5,185.69960243464854
641,Electronics,China,10,423.97004707408325
642,Electronics,USA,3,469.09542900596506
643,Furniture,China,4,291.4871488068581
644,Electronics,Malaysia,6,188.03922121544926
645,Clothing,Singapore,1,78.61470139739109
646,Toys,UK,10,494.8598428801415
647,Furniture,Malaysia,8,416.8020294850188
648,Clothing,USA,6,351.22083956968584
649,Clothing,UK,5,159.823478661501
650,Toys,Malaysia,5,114.8266555634404
651,Electronics,Singapore,8,491.4646717417529
652,Books,Singapore,9,258.926380732152
653,Books,Singapore,3,400.6692050981775
654,Books,USA,5,432.2755204714559
655,Toys,China,9,124.33471156214682
656,Toys,China,2,122.1574854029362
657,Toys,USA,4,167.003089196632
658,Furniture,UK,3,307.5902790604932
659,Toys,Singapore,8,98.9537079259082
660,Toys,Malaysia,9,459.4616581604568
661,Toys,UK,6,286.89506210874225
662,Furniture,Singapore,4,177.71855410366436
663,Books,UK,5,279.5948571124357
664,Toys,China,5,213.78441508495726
665,Books,Malaysia,3,306.5858186544811
666,Furniture,China,6,320.47849533737724
667,Electronics,Singapore,2,347.75063324619254
668,Toys,China,5,23.528964722548523
669,Books,Singapore,10,384.92795767336816
670,Toys,China,10,144.859909403415
671,Books,Malaysia,4,139.33508184381606
672,Furniture,Singapore,7,160.87301053525917
673,Furniture,Singapore,4,92.77525371572767
674,Furniture,UK,3,337.08190830816415
675,Books,China,8,474.6343375783887
676,Books,Singapore,8,306.74425198743353
677,Books,Singapore,8,133.68442614221973
678,Books,Malaysia,8,267.95750788339444
679,Books,Singapore,8,377.2209071959963
680,Clothing,China,8,144.21647908130572
681,Furniture,Malaysia,2,283.997582937615
682,Books,Singapore,7,358.6737075010733
683,Electronics,USA,2,306.48065542291084
684,Books,UK,10,186.7641671520509
685,Furniture,Singapore,9,259.60887593834764
686,Toys,Malaysia,7,114.19602842148987
687,Electronics,Malaysia,6,234.85573328220366
688,Clothing,UK,2,430.85437970509446
689,Books,USA,3,379.0900539355735
690,Clothing,UK,1,330.48205014909735
691,Electronics,UK,10,207.72005942190464
